직무,경력,지역,회사규모,재택비율,기술_개수,연봉
데이터 분석가,경력,서울,S,50,4,8836
인사 총무,신입,서울,L,100,1,3162
UI/UX 디자이너,신입,서울,M,50,1,3686
백엔드 개발자,경력,서울,M,0,4,8326
영업 지원,경력,경기,M,50,2,4386
데이터 분석가,신입,서울,M,0,3,3506
데이터 엔지니어,경력,서울,S,50,5,9021
UI/UX 디자이너,경력,경기,L,0,1,7835
데이터 분석가,신입,울산,S,50,4,3333
고객상담 CS,경력,경기,M,50,1,3088
경리 회계,경력,서울,M,50,2,4396
데이터 분석가,경력,서울,S,0,5,7621
데이터 분석가,경력,울산,S,0,3,8893
인사 총무,경력,경기,S,0,1,3830
UI/UX 디자이너,경력,서울,S,0,2,5998
데이터 분석가,경력,서울,L,0,2,7060
백엔드 개발자,신입,서울,S,0,5,5825
경리 회계,경력,경기,M,50,3,3550
퍼포먼스 마케터,경력,경기,M,0,2,6262
퍼포먼스 마케터,신입,부산,L,0,1,4221
영업 지원,경력,경기,M,100,3,4751
데이터 엔지니어,경력,서울,L,0,3,9567
일반사무,경력,경기,M,0,3,2772
데이터 분석가,경력,대구,M,0,4,8373
데이터 엔지니어,경력,서울,M,50,3,8087
데이터 분석가,경력,인천,L,50,2,7421
백엔드 개발자,경력,울산,S,0,2,5467
데이터 엔지니어,신입,서울,L,50,4,8034
퍼포먼스 마케터,경력,서울,M,0,2,5575
UI/UX 디자이너,경력,서울,S,50,1,6575
데이터 엔지니어,경력,서울,L,0,4,8467
데이터 분석가,신입,서울,M,50,5,4869
프론트엔드 개발자,경력,서울,S,0,2,6256
데이터 분석가,신입,서울,M,50,4,6054
영업 지원,경력,서울,M,50,1,3609
UI/UX 디자이너,경력,부산,M,50,1,7416
고객상담 CS,경력,경기,M,100,1,2721
데이터 분석가,경력,서울,M,50,4,9561
영업 지원,경력,서울,M,50,1,3669
데이터 분석가,경력,광주,M,0,3,6679
데이터 분석가,경력,서울,S,100,2,5058
데이터 분석가,경력,서울,M,50,3,10455
백엔드 개발자,경력,경기,S,0,3,5124
백엔드 개발자,경력,경기,M,0,3,6304
데이터 분석가,경력,경기,S,0,3,5505
퍼포먼스 마케터,경력,서울,L,50,2,6743
데이터 분석가,신입,인천,M,100,4,3976
프론트엔드 개발자,신입,대전,M,50,3,6118
백엔드 개발자,경력,서울,M,0,3,6521
고객상담 CS,신입,경기,S,50,1,3229
데이터 분석가,경력,서울,M,50,4,8756
고객상담 CS,신입,부산,S,0,1,2626
데이터 분석가,신입,서울,M,50,3,4322
백엔드 개발자,신입,부산,L,50,3,5820
데이터 엔지니어,경력,서울,M,0,4,7786
고객상담 CS,경력,경기,S,50,1,2324
UI/UX 디자이너,경력,경기,S,50,3,6334
UI/UX 디자이너,신입,서울,M,0,2,2692
프론트엔드 개발자,경력,서울,L,0,5,8859
데이터 분석가,신입,경기,M,100,2,4416
데이터 분석가,신입,서울,S,50,2,3833
백엔드 개발자,경력,경기,M,50,3,7597
데이터 엔지니어,경력,울산,M,100,3,8936
영업 지원,신입,서울,M,0,3,2629
백엔드 개발자,경력,경기,S,100,5,5975
고객상담 CS,경력,경기,M,0,2,2973
UI/UX 디자이너,신입,경기,S,0,3,3523
백엔드 개발자,경력,경기,L,0,2,7702
데이터 엔지니어,경력,서울,L,0,3,9833
데이터 분석가,경력,서울,M,0,3,6867
데이터 분석가,경력,서울,M,50,2,8183
UI/UX 디자이너,경력,서울,M,50,2,7576
영업 지원,경력,서울,M,50,3,5437
일반사무,경력,대전,M,0,3,2499
프론트엔드 개발자,신입,경기,S,0,3,4170
데이터 분석가,경력,서울,M,50,2,8209
백엔드 개발자,신입,서울,M,50,2,3273
데이터 분석가,경력,서울,L,0,3,8598
영업 지원,신입,서울,S,50,1,2194
백엔드 개발자,신입,서울,M,0,3,3413
퍼포먼스 마케터,경력,부산,M,50,3,4896
데이터 엔지니어,경력,서울,S,50,2,6603
프론트엔드 개발자,경력,경기,S,0,3,3589
경리 회계,경력,경기,S,0,1,2343
데이터 엔지니어,신입,서울,M,50,2,7688
백엔드 개발자,경력,경기,M,100,5,7799
데이터 엔지니어,신입,서울,S,100,3,4906
퍼포먼스 마케터,경력,경기,S,50,3,4294
UI/UX 디자이너,경력,서울,M,0,1,7818
경리 회계,경력,광주,M,0,3,3911
UI/UX 디자이너,경력,서울,S,0,1,6957
데이터 엔지니어,경력,서울,S,50,2,7731
데이터 엔지니어,경력,서울,M,50,3,9873
데이터 엔지니어,신입,서울,S,0,3,6235
프론트엔드 개발자,경력,인천,M,0,3,5277
일반사무,경력,경기,M,50,3,3575
데이터 엔지니어,신입,서울,S,50,5,8042
데이터 엔지니어,경력,경기,L,100,2,11070
고객상담 CS,경력,서울,M,50,3,3253
데이터 분석가,신입,경기,M,100,4,3867
UI/UX 디자이너,경력,서울,M,0,1,6329
백엔드 개발자,경력,부산,M,0,2,6394
영업 지원,신입,서울,S,50,2,3170
퍼포먼스 마케터,신입,광주,M,50,3,2434
퍼포먼스 마케터,신입,광주,M,100,1,2591
데이터 엔지니어,신입,서울,M,0,4,5344
프론트엔드 개발자,경력,서울,L,0,2,6247
백엔드 개발자,경력,경기,M,50,4,7374
백엔드 개발자,신입,경기,M,0,3,5201
데이터 엔지니어,경력,서울,S,0,3,6633
데이터 엔지니어,신입,대구,L,50,4,9047
경리 회계,경력,인천,M,0,1,2829
데이터 엔지니어,경력,경기,M,0,5,9486
영업 지원,신입,서울,M,0,2,2286
데이터 엔지니어,경력,경기,M,100,4,8987
UI/UX 디자이너,신입,경기,S,100,2,4690
데이터 엔지니어,경력,울산,L,0,2,6134
프론트엔드 개발자,경력,서울,L,0,3,6169
프론트엔드 개발자,신입,서울,M,100,5,4718
인사 총무,경력,경기,L,0,3,5045
인사 총무,신입,경기,S,0,3,2000
경리 회계,신입,인천,S,0,3,2975
퍼포먼스 마케터,신입,경기,M,100,3,3528
데이터 분석가,경력,울산,M,50,5,6686
일반사무,신입,서울,M,50,1,3218
UI/UX 디자이너,신입,경기,S,0,2,3230
데이터 엔지니어,신입,광주,M,50,4,4810
백엔드 개발자,경력,서울,M,0,3,6896
백엔드 개발자,경력,경기,M,50,2,7115
영업 지원,경력,경기,L,0,2,3801
백엔드 개발자,신입,경기,L,0,2,3776
백엔드 개발자,경력,경기,M,100,3,7909
인사 총무,신입,서울,L,0,2,4492
퍼포먼스 마케터,경력,경기,S,50,1,4636
백엔드 개발자,신입,서울,M,0,2,4355
데이터 분석가,경력,서울,M,0,2,8300
프론트엔드 개발자,경력,경기,S,50,2,5627
프론트엔드 개발자,경력,서울,S,100,2,5248
데이터 분석가,신입,경기,M,50,5,3308
데이터 분석가,신입,서울,S,50,3,4594
데이터 엔지니어,경력,부산,S,100,4,8026
프론트엔드 개발자,경력,부산,M,50,5,5418
인사 총무,경력,서울,M,0,2,4600
백엔드 개발자,신입,서울,M,50,5,3965
백엔드 개발자,경력,서울,S,50,2,7906
경리 회계,경력,서울,L,50,2,4538
데이터 엔지니어,경력,경기,M,50,5,9177
데이터 분석가,신입,서울,S,100,3,5772
데이터 분석가,경력,인천,L,50,5,7042
경리 회계,경력,경기,M,50,3,3591
UI/UX 디자이너,경력,서울,M,50,3,6283
퍼포먼스 마케터,신입,서울,M,0,1,4019
프론트엔드 개발자,경력,서울,S,0,2,6567
퍼포먼스 마케터,경력,대구,M,0,2,5415
프론트엔드 개발자,신입,서울,M,0,3,3176
인사 총무,경력,서울,S,50,2,4119
일반사무,경력,경기,M,0,3,3483
백엔드 개발자,신입,서울,M,0,2,4945
인사 총무,신입,서울,M,50,2,2332
경리 회계,경력,서울,S,100,2,2830
경리 회계,신입,서울,M,100,2,2210
데이터 분석가,경력,서울,M,50,2,6947
데이터 엔지니어,경력,서울,S,0,5,6986
퍼포먼스 마케터,신입,서울,L,0,3,4089
데이터 분석가,신입,부산,S,0,5,4293
영업 지원,신입,서울,M,50,2,2623
데이터 엔지니어,경력,서울,M,0,5,9655
고객상담 CS,경력,경기,M,0,2,3728
백엔드 개발자,경력,경기,S,0,5,5998
백엔드 개발자,신입,서울,M,0,4,4322
퍼포먼스 마케터,경력,경기,S,0,2,4342
백엔드 개발자,경력,서울,M,100,5,6436
경리 회계,경력,서울,M,0,1,3917
데이터 엔지니어,경력,부산,M,50,4,5530
데이터 분석가,경력,서울,S,50,2,6418
고객상담 CS,경력,서울,M,100,2,3761
데이터 분석가,경력,부산,L,0,5,8084
백엔드 개발자,경력,경기,S,100,2,6169
UI/UX 디자이너,경력,대전,S,0,1,3989
경리 회계,경력,서울,M,50,3,3897
데이터 엔지니어,경력,대구,S,0,4,5705
백엔드 개발자,경력,서울,L,0,5,9177
백엔드 개발자,신입,서울,S,100,5,3576
데이터 엔지니어,경력,서울,M,0,3,8652
UI/UX 디자이너,신입,서울,M,0,3,3731
백엔드 개발자,경력,서울,M,50,5,7174
데이터 엔지니어,경력,인천,M,0,2,7154
인사 총무,경력,서울,M,0,3,3540
데이터 분석가,경력,인천,S,0,5,6238
데이터 분석가,경력,경기,S,50,3,6455
데이터 분석가,경력,경기,L,0,2,9390
데이터 분석가,경력,대전,M,100,2,5821
백엔드 개발자,신입,서울,M,50,2,4674
일반사무,신입,서울,S,0,3,2000
백엔드 개발자,경력,서울,S,50,2,6935
경리 회계,경력,서울,M,50,1,4499
인사 총무,경력,대전,S,100,2,3268
데이터 엔지니어,경력,서울,M,0,2,7638
프론트엔드 개발자,경력,서울,M,50,2,5292
프론트엔드 개발자,신입,서울,S,0,4,4580
인사 총무,경력,대전,M,50,2,2580
고객상담 CS,경력,서울,S,50,3,3659
퍼포먼스 마케터,경력,서울,L,0,2,7070
데이터 분석가,신입,부산,S,0,3,3493
고객상담 CS,경력,서울,M,0,1,3002
퍼포먼스 마케터,신입,서울,S,0,1,4407
인사 총무,신입,서울,M,0,3,2640
데이터 분석가,신입,경기,L,0,2,6634
프론트엔드 개발자,경력,경기,M,0,3,7445
데이터 분석가,신입,경기,M,0,3,6070
데이터 엔지니어,경력,광주,M,0,4,10011
데이터 분석가,신입,서울,S,0,4,4217
데이터 엔지니어,경력,서울,S,0,5,7959
프론트엔드 개발자,경력,경기,M,50,4,6138
UI/UX 디자이너,신입,경기,M,0,3,5203
데이터 분석가,경력,서울,S,0,4,6317
데이터 엔지니어,경력,서울,M,0,4,7071
백엔드 개발자,경력,서울,M,0,5,6286
일반사무,경력,서울,M,0,2,3884
퍼포먼스 마케터,경력,경기,M,0,3,3805
퍼포먼스 마케터,경력,서울,L,100,1,6075
일반사무,경력,서울,M,50,1,3896
데이터 분석가,신입,경기,M,0,3,6596
UI/UX 디자이너,경력,서울,S,50,1,5408
데이터 분석가,경력,경기,S,50,3,6306
일반사무,신입,경기,L,50,1,2771
백엔드 개발자,경력,서울,L,0,3,7125
UI/UX 디자이너,신입,서울,S,50,2,4539
데이터 엔지니어,신입,경기,M,50,2,4527
백엔드 개발자,신입,경기,L,100,3,4630
UI/UX 디자이너,신입,서울,L,0,1,5228
영업 지원,경력,부산,M,0,1,3001
데이터 분석가,경력,서울,M,50,4,9239
데이터 분석가,경력,경기,L,100,2,9711
프론트엔드 개발자,경력,서울,M,50,5,7870
데이터 분석가,경력,부산,M,50,5,6796
인사 총무,경력,서울,M,100,3,3939
고객상담 CS,경력,서울,M,50,2,4086
데이터 엔지니어,신입,경기,S,50,5,6166
일반사무,경력,울산,M,100,2,3292
백엔드 개발자,경력,인천,S,50,5,7705
데이터 엔지니어,신입,경기,S,50,3,8101
데이터 엔지니어,경력,서울,M,50,5,9341
퍼포먼스 마케터,신입,서울,L,0,2,4170
데이터 엔지니어,경력,경기,S,100,2,6490
데이터 분석가,경력,경기,M,50,5,6502
데이터 엔지니어,경력,서울,M,50,4,9728
UI/UX 디자이너,신입,서울,L,50,2,6586
UI/UX 디자이너,경력,경기,M,100,1,7451
데이터 분석가,경력,서울,L,0,5,9676
데이터 엔지니어,경력,대구,S,0,4,7382
고객상담 CS,신입,서울,M,0,2,2230
프론트엔드 개발자,경력,서울,M,50,3,7720
데이터 분석가,경력,대구,S,100,2,4467
퍼포먼스 마케터,신입,경기,L,0,2,3665
일반사무,신입,경기,M,0,3,2000
데이터 분석가,경력,경기,S,0,4,7820
경리 회계,경력,경기,S,0,3,2523
데이터 분석가,신입,서울,M,50,4,4556
퍼포먼스 마케터,경력,서울,M,50,2,4875
데이터 분석가,경력,대구,M,50,4,7841
데이터 엔지니어,신입,경기,S,50,5,5772
데이터 분석가,신입,대구,M,50,4,2940
데이터 엔지니어,경력,경기,S,50,3,7417
데이터 분석가,경력,서울,L,100,3,9846
데이터 분석가,경력,경기,S,0,2,7349
고객상담 CS,경력,서울,S,0,1,3607
인사 총무,경력,서울,M,100,1,3613
영업 지원,신입,서울,S,0,3,3603
프론트엔드 개발자,경력,서울,L,50,4,8844
백엔드 개발자,경력,경기,S,50,4,7190
고객상담 CS,경력,부산,M,50,1,3403
일반사무,신입,대구,S,50,2,2000
UI/UX 디자이너,신입,서울,M,0,3,5275
고객상담 CS,경력,인천,M,50,3,3259
데이터 분석가,신입,경기,M,50,2,5006
데이터 분석가,경력,서울,L,0,5,8790
데이터 엔지니어,신입,경기,L,50,2,7103
프론트엔드 개발자,신입,경기,S,100,2,3516
고객상담 CS,경력,서울,M,100,2,3452
프론트엔드 개발자,경력,서울,M,0,3,7854
퍼포먼스 마케터,경력,서울,L,50,2,6557
영업 지원,경력,서울,M,0,2,4788
퍼포먼스 마케터,경력,대전,S,0,3,5452
데이터 분석가,경력,서울,M,0,3,6087
백엔드 개발자,경력,서울,M,0,5,6475
고객상담 CS,경력,경기,M,0,3,3139
UI/UX 디자이너,신입,서울,L,0,3,5341
데이터 엔지니어,신입,경기,L,0,4,5261
UI/UX 디자이너,경력,서울,S,50,1,6610
인사 총무,경력,대전,M,50,1,4181
UI/UX 디자이너,경력,서울,S,100,3,6760
퍼포먼스 마케터,신입,대전,S,0,3,2000
프론트엔드 개발자,경력,서울,L,0,4,8179
프론트엔드 개발자,경력,대전,L,50,2,7015
데이터 분석가,경력,경기,M,50,4,8204
퍼포먼스 마케터,신입,경기,S,50,2,2415
데이터 분석가,경력,서울,L,100,5,9628
경리 회계,경력,경기,M,100,1,4135
퍼포먼스 마케터,경력,서울,S,0,1,4508
고객상담 CS,경력,경기,S,0,1,2967
경리 회계,경력,서울,M,0,2,3565
일반사무,경력,서울,M,100,1,2843
백엔드 개발자,경력,서울,M,50,3,6671
백엔드 개발자,경력,부산,M,0,2,7055
일반사무,경력,대구,M,50,1,3324
데이터 분석가,경력,서울,M,0,4,7804
데이터 엔지니어,경력,경기,M,50,2,8352
데이터 분석가,경력,서울,M,0,2,8188
데이터 분석가,경력,경기,M,50,4,8498
백엔드 개발자,경력,경기,S,100,4,5573
데이터 엔지니어,경력,서울,S,50,3,8899
데이터 분석가,경력,서울,M,0,3,7519
UI/UX 디자이너,신입,서울,S,100,2,4843
데이터 엔지니어,신입,서울,M,50,3,6591
데이터 분석가,경력,경기,M,50,3,5343
데이터 분석가,경력,경기,S,50,3,9694
백엔드 개발자,경력,서울,M,0,4,6987
데이터 분석가,경력,경기,S,100,5,9235
영업 지원,신입,경기,L,0,3,2093
데이터 분석가,신입,서울,M,0,4,4760
데이터 분석가,경력,서울,L,50,2,10775
데이터 엔지니어,신입,광주,S,100,3,3393
백엔드 개발자,신입,서울,S,0,3,4117
데이터 분석가,경력,서울,M,50,5,9268
일반사무,경력,경기,S,100,3,3074
프론트엔드 개발자,신입,경기,M,50,4,3717
백엔드 개발자,신입,경기,S,100,4,3627
백엔드 개발자,신입,경기,M,100,4,6010
UI/UX 디자이너,경력,인천,L,100,2,7618
프론트엔드 개발자,경력,서울,S,0,3,4973
데이터 분석가,경력,서울,M,0,4,9025
영업 지원,경력,울산,L,50,2,3031
데이터 분석가,경력,부산,M,100,2,6777
영업 지원,경력,경기,M,100,3,3934
경리 회계,경력,경기,L,50,1,4382
일반사무,신입,경기,L,50,1,3350
데이터 분석가,경력,경기,L,50,3,10065
일반사무,경력,경기,M,50,1,2855
데이터 분석가,경력,경기,S,0,2,7891
프론트엔드 개발자,경력,서울,S,100,2,6625
프론트엔드 개발자,경력,서울,M,50,4,6198
데이터 분석가,신입,대전,M,50,2,4407
데이터 엔지니어,경력,서울,S,50,2,9901
데이터 엔지니어,신입,경기,M,100,5,5059
인사 총무,경력,서울,M,0,2,3827
프론트엔드 개발자,경력,대전,M,0,5,7173
영업 지원,경력,경기,S,100,1,3916
퍼포먼스 마케터,경력,서울,L,100,3,8733
프론트엔드 개발자,경력,경기,L,0,4,8118
백엔드 개발자,경력,경기,M,0,3,8014
백엔드 개발자,경력,경기,M,0,4,8635
데이터 엔지니어,경력,인천,M,100,2,5943
프론트엔드 개발자,경력,경기,M,0,5,4544
데이터 분석가,경력,인천,M,0,3,6140
퍼포먼스 마케터,경력,경기,M,0,1,5995
데이터 분석가,경력,경기,S,50,3,4911
경리 회계,신입,서울,S,50,2,2000
데이터 분석가,경력,서울,S,50,4,9094
데이터 분석가,신입,울산,M,50,3,5489
고객상담 CS,경력,서울,L,0,1,3024
일반사무,신입,경기,L,50,1,3605
프론트엔드 개발자,신입,대전,M,50,3,3782
백엔드 개발자,경력,경기,M,50,5,7683
데이터 분석가,경력,서울,M,0,3,10326
데이터 분석가,신입,서울,L,0,4,5473
백엔드 개발자,신입,광주,S,0,2,3304
데이터 분석가,경력,광주,M,100,5,5630
영업 지원,경력,경기,S,50,2,4368
인사 총무,경력,서울,L,50,2,4414
고객상담 CS,경력,대구,M,50,3,2619
백엔드 개발자,경력,경기,L,100,2,9023
데이터 분석가,경력,경기,L,50,2,7523
데이터 엔지니어,경력,서울,M,50,2,8690
데이터 엔지니어,경력,서울,S,0,4,6209
백엔드 개발자,신입,경기,L,0,4,3897
UI/UX 디자이너,신입,부산,S,50,3,2953
백엔드 개발자,경력,서울,S,100,5,6976
데이터 분석가,경력,대구,M,50,3,6398
경리 회계,신입,경기,M,50,3,2333
백엔드 개발자,경력,경기,S,0,5,7434
경리 회계,경력,서울,M,100,2,4163
데이터 분석가,신입,경기,L,0,4,3783
데이터 분석가,경력,서울,M,50,4,9258
프론트엔드 개발자,경력,서울,M,50,3,8520
경리 회계,경력,서울,S,0,3,3186
UI/UX 디자이너,경력,경기,M,100,3,8525
데이터 엔지니어,경력,경기,S,50,4,6922
백엔드 개발자,경력,인천,M,100,4,7027
데이터 분석가,경력,서울,M,50,3,6757
데이터 분석가,신입,경기,M,0,5,4869
인사 총무,경력,서울,L,0,2,4197
퍼포먼스 마케터,신입,부산,M,50,1,3924
데이터 엔지니어,경력,경기,M,0,2,7552
프론트엔드 개발자,경력,서울,M,0,3,7263
인사 총무,신입,경기,L,50,1,3476
인사 총무,신입,경기,M,0,1,3204
백엔드 개발자,경력,경기,S,0,2,5221
데이터 엔지니어,경력,부산,L,50,4,7238
일반사무,신입,서울,M,100,1,2618
프론트엔드 개발자,신입,서울,S,100,3,4582
백엔드 개발자,신입,서울,M,0,2,5813
데이터 분석가,신입,대전,S,0,5,5133
UI/UX 디자이너,경력,경기,L,50,1,7130
