work_year,experience_level,job_title,salary_in_usd,employment_type,company_location
2024,SE,Analytics Engineer,146693,FT,US
2025,EN,Sales Analyst,46719,FT,US
2023,MI,Backend Developer,91503,FT,US
2024,MI,Administrative Assistant,59146,FT,US
2025,EN,BI Analyst,61474,FT,US
2023,MI,ETL Developer,97900,FT,US
2025,MI,Frontend Developer,96565,FT,US
2024,EN,Frontend Developer,64317,FT,US
2024,SE,UI/UX Designer,99394,FT,US
2024,SE,HR Analyst,95038,FT,US
2025,SE,Frontend Developer,157952,FT,US
2023,MI,Data Analyst,88461,FT,US
2023,SE,UI/UX Designer,133347,FT,US
2025,SE,Frontend Developer,120160,FT,US
2024,EN,Sales Analyst,41497,FT,US
2025,SE,Data Engineer,133347,FT,US
2025,MI,Frontend Developer,89294,FT,US
2023,MI,Data Analyst,76657,FT,US
2025,SE,Administrative Assistant,66356,FT,US
2024,SE,Full-Stack Developer,123741,FT,US
2025,MI,ETL Developer,87434,FT,US
2024,EX,Product Designer,209287,FT,US
2025,SE,BI Analyst,107483,FT,US
2023,SE,ETL Developer,127517,FT,US
2023,EN,UI/UX Designer,62657,FT,US
2023,MI,Business Analyst,78751,FT,US
2025,SE,HR Analyst,74922,FT,US
2024,SE,Frontend Developer,123671,FT,US
2025,MI,ETL Developer,92189,FT,US
2023,MI,Data Analyst,81160,FT,US
2024,EN,Software Engineer,84238,FT,US
2025,SE,Marketing Analyst,94834,FT,US
2024,SE,Analytics Engineer,119450,FT,US
2023,MI,ETL Developer,103063,FT,US
2025,EN,Software Engineer,69198,FT,US
2025,SE,BI Analyst,94444,FT,US
2025,EN,Product Designer,76930,FT,US
2025,MI,Data Analyst,61411,FT,US
2024,SE,Sales Analyst,101475,FT,US
2025,EN,Marketing Analyst,50568,FT,US
2023,EN,Marketing Analyst,39381,FT,US
2024,MI,Frontend Developer,76857,FT,US
2023,MI,Backend Developer,107515,FT,US
2023,EN,Financial Analyst,45776,FT,US
2023,EN,Frontend Developer,66723,FT,US
2023,EN,Product Designer,59385,FT,US
2024,MI,Full-Stack Developer,90576,FT,US
2025,MI,Business Analyst,93579,FT,US
2024,MI,Data Engineer,105672,FT,US
2024,MI,ETL Developer,101832,FT,US
2024,MI,Marketing Analyst,74526,FT,US
2024,MI,Product Designer,94799,FT,US
2025,MI,ETL Developer,85889,FT,US
2023,EN,BI Analyst,68240,FT,US
2024,MI,Analytics Engineer,97380,FT,US
2024,MI,BI Analyst,80312,FT,US
2024,EN,ETL Developer,72057,FT,US
2024,EX,Product Designer,152782,FT,US
2023,SE,Frontend Developer,132309,FT,US
2023,SE,HR Analyst,99065,FT,US
2024,MI,Full-Stack Developer,98601,FT,US
2023,EN,Data Analyst,61282,FT,US
2024,MI,ETL Developer,74802,FT,US
2024,SE,Full-Stack Developer,149575,FT,US
2025,SE,HR Analyst,105532,FT,US
2023,EN,Analytics Engineer,58156,FT,US
2025,MI,Sales Analyst,62452,FT,US
2024,EN,UI/UX Designer,67401,FT,US
2025,MI,UI/UX Designer,75132,FT,US
2025,MI,Marketing Analyst,73237,FT,US
2024,EX,ETL Developer,183272,FT,US
2023,EN,Business Analyst,45369,FT,US
2025,MI,Business Analyst,65972,FT,US
2023,EN,Full-Stack Developer,64532,FT,US
2023,EN,Product Designer,57778,FT,US
2024,MI,ETL Developer,79828,FT,US
2025,MI,Full-Stack Developer,117564,FT,US
2023,SE,Full-Stack Developer,117289,FT,US
2023,EN,Data Engineer,90349,FT,US
2025,EN,Backend Developer,59415,FT,US
2025,SE,HR Analyst,94731,FT,US
2024,MI,Frontend Developer,89222,FT,US
2024,EN,UI/UX Designer,48395,FT,US
2025,EX,Software Engineer,186179,FT,US
2024,EN,Data Engineer,81389,FT,US
2025,SE,Financial Analyst,112992,FT,US
2024,MI,Sales Analyst,61167,FT,US
2023,EN,Software Engineer,75127,FT,US
2024,MI,Analytics Engineer,79890,FT,US
2024,EN,Data Analyst,49983,FT,US
2024,SE,Financial Analyst,119806,FT,US
2024,EN,Backend Developer,66863,FT,US
2024,EN,Backend Developer,62737,FT,US
2024,MI,Frontend Developer,106058,FT,US
2023,EN,Data Engineer,84360,FT,US
2024,MI,Business Analyst,76015,FT,US
2023,EN,Financial Analyst,52383,FT,US
2024,SE,Frontend Developer,115494,FT,US
2024,SE,Marketing Analyst,108738,FT,US
2024,MI,Frontend Developer,83803,FT,US
2025,SE,Sales Analyst,85537,FT,US
2023,EX,Administrative Assistant,114010,FT,US
2023,EN,Business Analyst,65440,FT,US
2023,MI,Analytics Engineer,110878,FT,US
2024,MI,Backend Developer,117724,FT,US
2025,EN,Product Designer,61449,FT,US
2023,SE,UI/UX Designer,109235,FT,US
2023,EN,Financial Analyst,64129,FT,US
2023,MI,Financial Analyst,63074,FT,US
2024,MI,Sales Analyst,57994,FT,US
2023,SE,Data Engineer,171395,FT,US
2023,MI,Marketing Analyst,70894,FT,US
2025,EX,Sales Analyst,134834,FT,US
2024,SE,Analytics Engineer,116804,FT,US
2024,SE,Backend Developer,150542,FT,US
2024,MI,Frontend Developer,77491,FT,US
2025,SE,Product Designer,105488,FT,US
2025,SE,Data Analyst,116871,FT,US
2024,SE,Business Analyst,106980,FT,US
2024,MI,Frontend Developer,112026,FT,US
2023,MI,Marketing Analyst,65119,FT,US
2023,EN,Product Designer,75075,FT,US
2024,MI,Backend Developer,95992,FT,US
2023,MI,Analytics Engineer,107751,FT,US
2024,MI,Backend Developer,100520,FT,US
2025,MI,BI Analyst,83706,FT,US
2025,MI,Administrative Assistant,44135,FT,US
2024,SE,Administrative Assistant,70060,FT,US
2023,MI,Software Engineer,103507,FT,US
2024,EN,BI Analyst,65657,FT,US
2024,EN,Sales Analyst,47200,FT,US
2024,EN,Frontend Developer,69934,FT,US
2023,MI,Full-Stack Developer,108563,FT,US
2023,EN,Sales Analyst,56476,FT,US
2025,EN,Business Analyst,55049,FT,US
2023,SE,Backend Developer,136038,FT,US
2025,MI,Business Analyst,87250,FT,US
2025,MI,UI/UX Designer,81442,FT,US
2025,MI,Sales Analyst,66842,FT,US
2024,SE,ETL Developer,118397,FT,US
2024,SE,Full-Stack Developer,159119,FT,US
2025,MI,Frontend Developer,105623,FT,US
2024,EX,Frontend Developer,170810,FT,US
2023,EN,Data Analyst,55440,FT,US
2025,EN,HR Analyst,49609,FT,US
2025,SE,HR Analyst,85736,FT,US
2024,SE,Business Analyst,101564,FT,US
2025,MI,Product Designer,80063,FT,US
2025,MI,Marketing Analyst,71050,FT,US
2024,MI,Frontend Developer,90925,FT,US
2023,EN,Full-Stack Developer,58675,FT,US
2023,MI,Frontend Developer,77255,FT,US
2024,EN,Product Designer,71174,FT,US
2023,MI,Full-Stack Developer,108481,FT,US
2024,MI,UI/UX Designer,99631,FT,US
2024,EN,HR Analyst,38781,FT,US
2025,MI,Frontend Developer,87582,FT,US
2023,MI,Financial Analyst,62890,FT,US
2025,SE,Frontend Developer,108105,FT,US
2023,SE,Financial Analyst,120770,FT,US
2025,MI,Backend Developer,95536,FT,US
2025,SE,Financial Analyst,108126,FT,US
2024,MI,Software Engineer,104032,FT,US
2024,SE,Analytics Engineer,115048,FT,US
2025,EN,Frontend Developer,76874,FT,US
2025,SE,HR Analyst,102320,FT,US
2023,EX,Analytics Engineer,174347,FT,US
2023,SE,Software Engineer,173416,FT,US
2025,SE,Marketing Analyst,99080,FT,US
2024,SE,BI Analyst,113945,FT,US
2024,MI,Data Engineer,102611,FT,US
2023,SE,UI/UX Designer,120028,FT,US
2023,SE,Business Analyst,120645,FT,US
2023,MI,UI/UX Designer,74714,FT,US
2024,EN,Full-Stack Developer,64009,FT,US
2023,EN,Business Analyst,58219,FT,US
2023,SE,Administrative Assistant,71534,FT,US
2023,MI,Sales Analyst,64340,FT,US
2024,EN,ETL Developer,67369,FT,US
2023,EN,Marketing Analyst,45000,FT,US
2024,EN,Software Engineer,86605,FT,US
2023,SE,ETL Developer,149633,FT,US
2023,EN,HR Analyst,52092,FT,US
2023,MI,Frontend Developer,93995,FT,US
2024,EX,Business Analyst,186257,FT,US
2024,EN,Product Designer,70948,FT,US
2025,MI,Data Engineer,129704,FT,US
2023,MI,Analytics Engineer,86557,FT,US
2024,MI,Product Designer,96198,FT,US
2023,MI,Backend Developer,111181,FT,US
2023,SE,HR Analyst,84132,FT,US
2025,EX,Data Analyst,173888,FT,US
2025,SE,Analytics Engineer,139378,FT,US
2023,SE,ETL Developer,148104,FT,US
2023,MI,Full-Stack Developer,90140,FT,US
2024,MI,Frontend Developer,95434,FT,US
2024,SE,Analytics Engineer,134610,FT,US
2024,EN,Financial Analyst,51312,FT,US
2025,SE,Financial Analyst,116490,FT,US
2024,SE,Full-Stack Developer,155116,FT,US
2023,EN,Data Engineer,72762,FT,US
2024,MI,Full-Stack Developer,87102,FT,US
2025,MI,UI/UX Designer,87306,FT,US
2025,SE,Data Engineer,169405,FT,US
2025,MI,Data Engineer,124527,FT,US
2024,MI,Frontend Developer,101275,FT,US
2025,EX,Marketing Analyst,146059,FT,US
2024,MI,Analytics Engineer,77269,FT,US
2024,MI,Marketing Analyst,65103,FT,US
2023,SE,Analytics Engineer,113029,FT,US
2023,SE,BI Analyst,135312,FT,US
2024,SE,Sales Analyst,104440,FT,US
2025,SE,UI/UX Designer,130954,FT,US
2023,EN,BI Analyst,60703,FT,US
2024,SE,Administrative Assistant,72741,FT,US
2024,MI,Data Engineer,88619,FT,US
2024,MI,Business Analyst,94913,FT,US
2025,SE,Sales Analyst,98688,FT,US
2023,EN,Data Engineer,83232,FT,US
2023,SE,Software Engineer,164609,FT,US
2023,EX,Product Designer,192557,FT,US
2023,MI,Administrative Assistant,55399,FT,US
2023,MI,Sales Analyst,81415,FT,US
2025,MI,Backend Developer,110172,FT,US
2025,EN,BI Analyst,45941,FT,US
2025,SE,Frontend Developer,153475,FT,US
2024,MI,UI/UX Designer,85409,FT,US
2025,EN,Full-Stack Developer,78993,FT,US
2025,MI,Product Designer,100381,FT,US
2024,SE,Sales Analyst,93401,FT,US
2025,SE,Full-Stack Developer,162392,FT,US
2024,SE,Full-Stack Developer,147593,FT,US
2024,EX,Frontend Developer,172834,FT,US
2024,EN,Marketing Analyst,58378,FT,US
2025,MI,ETL Developer,95608,FT,US
2023,MI,BI Analyst,66154,FT,US
2023,SE,Product Designer,119139,FT,US
2025,EX,BI Analyst,158506,FT,US
2024,MI,Product Designer,83491,FT,US
2024,MI,Data Engineer,105951,FT,US
2025,MI,Analytics Engineer,95452,FT,US
2025,EN,Data Engineer,69696,FT,US
2025,MI,Analytics Engineer,79581,FT,US
2023,EN,Product Designer,67300,FT,US
2025,EN,Sales Analyst,56936,FT,US
2024,EN,Administrative Assistant,39495,FT,US
2025,EN,BI Analyst,60751,FT,US
2023,MI,HR Analyst,55205,FT,US
2024,MI,BI Analyst,83752,FT,US
2023,MI,Full-Stack Developer,116984,FT,US
2023,SE,BI Analyst,132625,FT,US
2023,MI,Frontend Developer,82742,FT,US
2023,MI,Business Analyst,79677,FT,US
2023,EN,ETL Developer,56241,FT,US
2025,SE,HR Analyst,92948,FT,US
2025,MI,Software Engineer,110827,FT,US
2024,MI,Product Designer,86279,FT,US
2023,EN,Data Engineer,68606,FT,US
2025,MI,Business Analyst,91531,FT,US
2024,MI,Marketing Analyst,73546,FT,US
2025,MI,ETL Developer,85964,FT,US
2025,MI,Sales Analyst,58412,FT,US
2023,EN,Frontend Developer,64447,FT,US
2023,MI,ETL Developer,96479,FT,US
2025,SE,Administrative Assistant,83602,FT,US
2024,EN,Administrative Assistant,32276,FT,US
2025,EN,ETL Developer,55570,FT,US
2023,EN,ETL Developer,51117,FT,US
2024,MI,Product Designer,77966,FT,US
2023,EX,Full-Stack Developer,216017,FT,US
2025,EN,UI/UX Designer,64388,FT,US
2023,SE,Financial Analyst,129512,FT,US
2023,EN,Sales Analyst,48468,FT,US
2023,SE,Product Designer,113021,FT,US
2025,MI,UI/UX Designer,90020,FT,US
2023,EX,Business Analyst,133366,FT,US
2024,EN,Data Analyst,49664,FT,US
2023,MI,Software Engineer,119952,FT,US
2023,EN,HR Analyst,50729,FT,US
2023,EN,HR Analyst,49122,FT,US
2024,MI,Software Engineer,129149,FT,US
2023,SE,BI Analyst,95697,FT,US
2025,MI,Marketing Analyst,75976,FT,US
2023,EN,Business Analyst,66177,FT,US
2024,EN,HR Analyst,42957,FT,US
2023,SE,Financial Analyst,118767,FT,US
2024,SE,Product Designer,121611,FT,US
2023,MI,Analytics Engineer,104455,FT,US
2024,EX,Full-Stack Developer,217057,FT,US
2024,EN,BI Analyst,57913,FT,US
2024,MI,Administrative Assistant,53543,FT,US
2024,SE,Backend Developer,149597,FT,US
2025,SE,Business Analyst,130423,FT,US
2023,MI,Backend Developer,87260,FT,US
2025,EN,BI Analyst,46988,FT,US
2023,MI,Full-Stack Developer,119056,FT,US
2025,EX,Product Designer,151140,FT,US
2023,MI,Data Engineer,91534,FT,US
2024,MI,Full-Stack Developer,90129,FT,US
2025,EN,ETL Developer,55433,FT,US
2023,EN,Data Analyst,52318,FT,US
2025,EN,Full-Stack Developer,75431,FT,US
2024,SE,Software Engineer,138603,FT,US
2024,MI,Software Engineer,125787,FT,US
2023,EN,HR Analyst,49227,FT,US
2024,SE,Data Engineer,137192,FT,US
2025,MI,Data Engineer,96855,FT,US
2025,SE,BI Analyst,111838,FT,US
2024,SE,UI/UX Designer,113142,FT,US
2025,MI,Business Analyst,92164,FT,US
2024,SE,Marketing Analyst,93416,FT,US
2024,MI,Business Analyst,75077,FT,US
2023,MI,ETL Developer,85140,FT,US
2025,MI,Business Analyst,78873,FT,US
2023,MI,Administrative Assistant,43567,FT,US
2023,SE,Frontend Developer,147728,FT,US
2023,SE,Backend Developer,132548,FT,US
2024,SE,Administrative Assistant,61436,FT,US
2023,SE,Software Engineer,177800,FT,US
2025,SE,Sales Analyst,108432,FT,US
2023,MI,HR Analyst,63006,FT,US
2025,MI,Business Analyst,69083,FT,US
2025,EX,Product Designer,158469,FT,US
2025,MI,Administrative Assistant,43079,FT,US
2023,SE,Marketing Analyst,87702,FT,US
2025,MI,Data Engineer,94920,FT,US
2024,EN,Business Analyst,54840,FT,US
2025,MI,HR Analyst,60998,FT,US
2025,SE,Administrative Assistant,66538,FT,US
2023,EX,Full-Stack Developer,213628,FT,US
2025,SE,Data Engineer,168381,FT,US
2023,MI,Marketing Analyst,60035,FT,US
2024,SE,ETL Developer,132221,FT,US
2025,EN,Data Engineer,69766,FT,US
2024,MI,BI Analyst,98195,FT,US
2023,EX,Software Engineer,249477,FT,US
2023,SE,Financial Analyst,107416,FT,US
2023,EN,Business Analyst,56537,FT,US
2025,MI,UI/UX Designer,101117,FT,US
2025,EN,Sales Analyst,45103,FT,US
2024,MI,Sales Analyst,76119,FT,US
2023,MI,BI Analyst,93578,FT,US
2023,MI,Product Designer,91953,FT,US
2025,SE,Data Analyst,116318,FT,US
2024,EN,UI/UX Designer,67800,FT,US
2024,SE,Sales Analyst,100059,FT,US
2023,EN,Financial Analyst,61080,FT,US
2024,MI,Backend Developer,90994,FT,US
2024,MI,Full-Stack Developer,104055,FT,US
2023,EN,Product Designer,53218,FT,US
2023,SE,Analytics Engineer,129368,FT,US
2025,MI,BI Analyst,88987,FT,US
2025,MI,Product Designer,89883,FT,US
2024,MI,Data Analyst,78608,FT,US
2024,SE,Full-Stack Developer,141914,FT,US
2024,EN,Business Analyst,47634,FT,US
2023,MI,Backend Developer,86982,FT,US
2025,SE,Business Analyst,123593,FT,US
2023,SE,ETL Developer,117723,FT,US
2023,SE,UI/UX Designer,134484,FT,US
2025,SE,HR Analyst,87704,FT,US
2025,MI,HR Analyst,56141,FT,US
2025,MI,BI Analyst,84483,FT,US
2024,EN,Marketing Analyst,46612,FT,US
2024,EN,Data Engineer,79155,FT,US
2024,EX,Sales Analyst,113751,FT,US
2025,EX,Full-Stack Developer,201985,FT,US
2024,MI,Analytics Engineer,87781,FT,US
2023,MI,BI Analyst,71897,FT,US
2024,MI,BI Analyst,87012,FT,US
2024,MI,Data Analyst,86831,FT,US
2023,SE,Product Designer,127623,FT,US
2024,EN,Business Analyst,64463,FT,US
2024,MI,Business Analyst,82998,FT,US
2024,SE,HR Analyst,98286,FT,US
2023,EN,Frontend Developer,65806,FT,US
2023,EN,Financial Analyst,58122,FT,US
2025,SE,Analytics Engineer,128602,FT,US
2025,EN,BI Analyst,52953,FT,US
2023,SE,Analytics Engineer,113851,FT,US
2024,MI,UI/UX Designer,85384,FT,US
2025,MI,Backend Developer,96211,FT,US
2024,SE,Marketing Analyst,111255,FT,US
2025,MI,Software Engineer,112423,FT,US
2023,MI,UI/UX Designer,91204,FT,US
2025,SE,HR Analyst,98908,FT,US
2023,MI,Administrative Assistant,57886,FT,US
2024,MI,ETL Developer,82468,FT,US
2025,MI,HR Analyst,63928,FT,US
2024,MI,UI/UX Designer,80318,FT,US
2025,SE,Analytics Engineer,132825,FT,US
2024,MI,Analytics Engineer,92952,FT,US
2023,MI,BI Analyst,67173,FT,US
2023,MI,BI Analyst,84917,FT,US
2023,EN,Marketing Analyst,44007,FT,US
2023,SE,Marketing Analyst,86828,FT,US
2025,EN,Product Designer,51880,FT,US
2023,EN,Software Engineer,70386,FT,US
2024,EX,HR Analyst,116862,FT,US
2024,MI,Product Designer,84560,FT,US
2024,EN,Sales Analyst,53287,FT,US
2025,EN,Financial Analyst,48586,FT,US
2024,EN,Software Engineer,84532,FT,US
2023,EN,Frontend Developer,64985,FT,US
2023,EX,Product Designer,154283,FT,US
2024,MI,Marketing Analyst,76379,FT,US
2024,MI,Analytics Engineer,104490,FT,US
2025,MI,BI Analyst,96765,FT,US
2023,EN,Analytics Engineer,71255,FT,US
2025,MI,Financial Analyst,90099,FT,US
2023,EN,Data Engineer,84125,FT,US
2023,MI,Data Analyst,70924,FT,US
2023,SE,Data Engineer,160807,FT,US
2025,SE,Full-Stack Developer,139238,FT,US
2023,EN,Product Designer,55780,FT,US
2025,SE,Financial Analyst,90816,FT,US
2023,SE,Business Analyst,128475,FT,US
2023,MI,Financial Analyst,79802,FT,US
2023,EN,ETL Developer,66692,FT,US
2024,MI,BI Analyst,67077,FT,US
2023,SE,Sales Analyst,113357,FT,US
2023,SE,Product Designer,135537,FT,US
2025,MI,UI/UX Designer,84403,FT,US
2025,SE,ETL Developer,122658,FT,US
2023,EN,ETL Developer,57984,FT,US
2023,EN,Software Engineer,91138,FT,US
2024,MI,Backend Developer,99151,FT,US
2025,MI,Financial Analyst,69646,FT,US
2023,MI,Financial Analyst,86943,FT,US
2024,SE,UI/UX Designer,127171,FT,US
2024,SE,Data Analyst,94602,FT,US
2024,EN,UI/UX Designer,55958,FT,US
2025,SE,ETL Developer,130798,FT,US
2024,EN,Data Engineer,66712,FT,US
2024,MI,Backend Developer,111063,FT,US
2025,MI,Backend Developer,94693,FT,US
2023,MI,Administrative Assistant,43118,FT,US
